Date,VCosSim,CosSim
2019-01-01T00:00:00Z,0.1978576397209828,0.38472276606093797
2019-01-02T00:00:00Z,0.23233997462000863,0.33855175725112335
2019-01-03T00:00:00Z,0.24352753269120708,0.3571981149077055
2019-01-04T00:00:00Z,0.20413889523699238,0.3939307711247961
2019-01-05T00:00:00Z,0.26753608995439737,0.36096507584448767
2019-01-06T00:00:00Z,0.2034304404147834,0.2699237555036698
2019-01-07T00:00:00Z,0.23099527306974285,0.3125745993706385
2019-01-08T00:00:00Z,0.29823575383325945,0.42204556226455103
2019-01-09T00:00:00Z,0.2658577938462921,0.4027131552850789
2019-01-10T00:00:00Z,0.29572914897224667,0.42652333393847064
2019-01-11T00:00:00Z,0.24930917488082913,0.454132110575055
2019-01-12T00:00:00Z,0.19967287410756904,0.31631218392072413
2019-01-13T00:00:00Z,0.3284645540087482,0.40987535271462167
2019-01-14T00:00:00Z,0.25007871863940456,0.435799158142393
2019-01-15T00:00:00Z,0.24739140912262342,0.42578352906762384
2019-01-16T00:00:00Z,0.23095753351262052,0.4019845962768033
2019-01-17T00:00:00Z,0.2432993643249837,0.3988556236104641
2019-01-18T00:00:00Z,0.29117152669465945,0.3924552161405826
2019-01-19T00:00:00Z,0.32061846585502934,0.3920210961665536
2019-01-20T00:00:00Z,0.2601462421921382,0.3224393360671756
2019-01-21T00:00:00Z,0.22844858694992118,0.44673016550035677
2019-01-22T00:00:00Z,0.19317732156578798,0.34328292800244464
2019-01-23T00:00:00Z,0.23365587334647234,0.3906757319368746
2019-01-24T00:00:00Z,0.21614564208699127,0.45233697723003935
2019-01-25T00:00:00Z,0.26165771093872553,0.36412590295141756
2019-01-26T00:00:00Z,0.19274478494264283,0.42622912923143613
2019-01-27T00:00:00Z,0.16568550768223006,0.3961359518761918
2019-01-28T00:00:00Z,0.2795893660825998,0.35284945402099643
2019-01-29T00:00:00Z,0.20957230742888208,0.3941955649692428
2019-01-30T00:00:00Z,0.25885745493291257,0.422553855231745
2019-01-31T00:00:00Z,0.27108505822171025,0.4339532749403404
2019-02-01T00:00:00Z,0.23979469244952029,0.4123643463961955
2019-02-02T00:00:00Z,0.1999688988951724,0.4497113731049104
2019-02-03T00:00:00Z,0.19318440194554964,0.44823448518672226
2019-02-04T00:00:00Z,0.20816790913229985,0.3976898142385472
2019-02-05T00:00:00Z,0.20853898712384014,0.4273602094441154
2019-02-06T00:00:00Z,0.21335489065430988,0.425954907629377
2019-02-07T00:00:00Z,0.2575675836060589,0.41821110011416507
2019-02-08T00:00:00Z,0.2081852814699173,0.45641675566204903
2019-02-09T00:00:00Z,0.20140264614357883,0.3095976334842815
2019-02-10T00:00:00Z,0.11718251785848734,0.36177001963363914
2019-02-11T00:00:00Z,0.27712668092195747,0.4281656147789905
2019-02-12T00:00:00Z,0.220486639540565,0.40911106229815286
2019-02-13T00:00:00Z,0.23611620711880077,0.43405886720779874
2019-02-14T00:00:00Z,0.28057463824504963,0.40569570022355117
2019-02-15T00:00:00Z,0.25247421803825054,0.37540624148926915
2019-02-16T00:00:00Z,0.2310859428148392,0.448881413313298
2019-02-17T00:00:00Z,0.2305602961323849,0.37829329090987035
2019-02-18T00:00:00Z,0.19159487880151801,0.3580128565645133
2019-02-19T00:00:00Z,0.2834816991763313,0.373969392706968
2019-02-20T00:00:00Z,0.23631696688335027,0.3830156178795849
2019-02-21T00:00:00Z,0.26630498387746127,0.40866670397454735
2019-02-22T00:00:00Z,0.3065064550753154,0.41774385846533113
2019-02-23T00:00:00Z,0.32315675555677026,0.39298423881422456
2019-02-24T00:00:00Z,0.2177873854695967,0.3755064699948057
2019-02-25T00:00:00Z,0.29321850209637557,0.42992383128287925
2019-02-26T00:00:00Z,0.19603485799984666,0.3802882564511438
2019-02-27T00:00:00Z,0.22170608182209864,0.36982552618072484
2019-02-28T00:00:00Z,0.25307022121116246,0.3948248070615417
2019-03-01T00:00:00Z,0.2601366458175362,0.3919093451540003
2019-03-02T00:00:00Z,0.24544066660606453,0.3635801187021702
2019-03-03T00:00:00Z,0.25183991630371555,0.3675784056345513
2019-03-04T00:00:00Z,0.24611758936631403,0.3989826866705776
2019-03-05T00:00:00Z,0.2227995309324681,0.3909168829599725
2019-03-06T00:00:00Z,0.25816991902274644,0.4004900173975227
2019-03-07T00:00:00Z,0.2731265728284088,0.3609486184292447
2019-03-08T00:00:00Z,0.22820976011439445,0.37482094263574556
2019-03-09T00:00:00Z,0.2556508630082364,0.3840451142991265
2019-03-10T00:00:00Z,0.14120851912707594,0.42048250304023527
2019-03-11T00:00:00Z,0.23623665140398362,0.31913617628374147
2019-03-12T00:00:00Z,0.21234575324509816,0.359760500765715
2019-03-13T00:00:00Z,0.3189493122975665,0.39088981789435684
2019-03-14T00:00:00Z,0.22368863540760292,0.3491474625841431
2019-03-15T00:00:00Z,0.18528717136357847,0.3998758696586162
2019-03-16T00:00:00Z,0.3456855088633038,0.46858977908072563
2019-03-17T00:00:00Z,0.2501939959936711,0.3642787985729713
2019-03-18T00:00:00Z,0.23069198701897878,0.3679689632067425
2019-03-19T00:00:00Z,0.2869776553805489,0.43433981610046934
2019-03-20T00:00:00Z,0.29757725096176385,0.4913908920180586
2019-03-21T00:00:00Z,0.2925772793430709,0.4560735673904415
2019-03-22T00:00:00Z,0.2614012262482795,0.4185698873758608
2019-03-23T00:00:00Z,0.20937793312370656,0.3714653452151317
2019-03-24T00:00:00Z,0.2098435229875104,0.38102942426781816
2019-03-25T00:00:00Z,0.2801544088879716,0.4707319083179011
