Date,Score
2019-01-01T00:00:00Z,-0.7142857142857142
2019-01-02T00:00:00Z,-0.8999999999999999
2019-01-03T00:00:00Z,-0.39999999999999997
2019-01-04T00:00:00Z,0.016393442622950838
2019-01-05T00:00:00Z,-0.6521739130434783
2019-01-07T00:00:00Z,0.5
2019-01-08T00:00:00Z,-0.14285714285714285
2019-01-09T00:00:00Z,0
2019-01-10T00:00:00Z,-0.43999999999999995
2019-01-11T00:00:00Z,-0.6774193548387097
2019-01-12T00:00:00Z,-0.19999999999999996
2019-01-13T00:00:00Z,-1
2019-01-14T00:00:00Z,-0.6190476190476191
2019-01-15T00:00:00Z,-1
2019-01-16T00:00:00Z,0.39999999999999997
2019-01-17T00:00:00Z,-0.39999999999999997
2019-01-18T00:00:00Z,0.05882352941176472
2019-01-19T00:00:00Z,-1
2019-01-20T00:00:00Z,-1
2019-01-22T00:00:00Z,-0.7272727272727273
2019-01-23T00:00:00Z,-0.25
2019-01-24T00:00:00Z,-0.5
2019-01-25T00:00:00Z,-0.125
2019-01-26T00:00:00Z,-0.39999999999999997
2019-01-28T00:00:00Z,-1
2019-01-29T00:00:00Z,-0.5555555555555556
2019-01-30T00:00:00Z,-0.5384615384615385
2019-01-31T00:00:00Z,-0.5238095238095237
2019-02-01T00:00:00Z,-0.19999999999999996
2019-02-02T00:00:00Z,-0.5
2019-02-04T00:00:00Z,0
2019-02-05T00:00:00Z,-0.06666666666666665
2019-02-06T00:00:00Z,-0.4545454545454546
2019-02-07T00:00:00Z,-0.8181818181818181
2019-02-08T00:00:00Z,-0.6190476190476191
2019-02-09T00:00:00Z,-0.7777777777777777
2019-02-11T00:00:00Z,0.2727272727272727
2019-02-12T00:00:00Z,-0.11111111111111116
2019-02-13T00:00:00Z,-0.19999999999999996
2019-02-14T00:00:00Z,-0.5757575757575757
2019-02-15T00:00:00Z,-0.5294117647058822
2019-02-16T00:00:00Z,0
2019-02-19T00:00:00Z,-0.3333333333333333
2019-02-20T00:00:00Z,0.3333333333333333
2019-02-21T00:00:00Z,-0.35714285714285715
2019-02-22T00:00:00Z,-0.5555555555555556
2019-02-23T00:00:00Z,0.3333333333333333
2019-02-25T00:00:00Z,-0.3333333333333333
2019-02-26T00:00:00Z,-0.08108108108108109
2019-02-27T00:00:00Z,-0.5555555555555556
2019-02-28T00:00:00Z,-0.1578947368421053
2019-03-01T00:00:00Z,-0.07692307692307687
2019-03-03T00:00:00Z,0.6000000000000001
2019-03-04T00:00:00Z,0.3333333333333333
2019-03-05T00:00:00Z,-0.4615384615384615
2019-03-06T00:00:00Z,-0.5
2019-03-07T00:00:00Z,-0.3333333333333333
2019-03-08T00:00:00Z,-0.26666666666666666
2019-03-09T00:00:00Z,-0.625
2019-03-10T00:00:00Z,0
2019-03-11T00:00:00Z,-1
2019-03-12T00:00:00Z,-0.4545454545454546
2019-03-13T00:00:00Z,0.19999999999999996
2019-03-14T00:00:00Z,-0.125
2019-03-15T00:00:00Z,0
2019-03-17T00:00:00Z,1
2019-03-18T00:00:00Z,-1
2019-03-19T00:00:00Z,0.16666666666666669
2019-03-20T00:00:00Z,-1
2019-03-21T00:00:00Z,-0.14285714285714285
2019-03-22T00:00:00Z,-0.7
2019-03-23T00:00:00Z,-0.25
2019-03-25T00:00:00Z,-0.05882352941176472
2019-03-26T00:00:00Z,-0.6000000000000001
2019-03-27T00:00:00Z,0.13043478260869562
2019-03-28T00:00:00Z,-0.368421052631579
2019-03-29T00:00:00Z,0.1333333333333333
2019-03-30T00:00:00Z,-0.3333333333333333
2019-03-31T00:00:00Z,-1
2019-04-01T00:00:00Z,0.3333333333333333
2019-04-02T00:00:00Z,-0.07692307692307687
2019-04-03T00:00:00Z,-0.14285714285714285
2019-04-04T00:00:00Z,-1
2019-04-05T00:00:00Z,-0.16666666666666669
2019-04-06T00:00:00Z,-0.28
2019-04-08T00:00:00Z,-0.19999999999999996
2019-04-09T00:00:00Z,-0.3333333333333333
2019-04-10T00:00:00Z,-0.3333333333333333
2019-04-11T00:00:00Z,-0.29411764705882354
2019-04-12T00:00:00Z,-1
2019-04-13T00:00:00Z,-0.6666666666666667
2019-04-15T00:00:00Z,-0.8
2019-04-16T00:00:00Z,0.14285714285714285
2019-04-17T00:00:00Z,-0.5
2019-04-18T00:00:00Z,-0.05882352941176472
2019-04-19T00:00:00Z,-0.2727272727272727
2019-04-22T00:00:00Z,1
2019-04-23T00:00:00Z,-0.25
2019-04-24T00:00:00Z,1
2019-04-25T00:00:00Z,-0.2727272727272727
2019-04-26T00:00:00Z,-1
2019-04-27T00:00:00Z,0.1578947368421053
2019-04-29T00:00:00Z,0.19999999999999996
2019-04-30T00:00:00Z,-1
2019-05-01T00:00:00Z,0.3333333333333333
2019-05-02T00:00:00Z,-0.47368421052631576
2019-05-03T00:00:00Z,-0.09090909090909088
2019-05-04T00:00:00Z,-0.18181818181818182
2019-05-06T00:00:00Z,-0.7142857142857142
2019-05-07T00:00:00Z,-0.47368421052631576
2019-05-08T00:00:00Z,0
2019-05-09T00:00:00Z,-0.2727272727272727
2019-05-10T00:00:00Z,-0.3846153846153846
2019-05-11T00:00:00Z,-0.19999999999999996
2019-05-12T00:00:00Z,-0.3333333333333333
2019-05-13T00:00:00Z,-0.5294117647058822
2019-05-14T00:00:00Z,-0.36000000000000004
2019-05-15T00:00:00Z,0.17647058823529416
2019-05-16T00:00:00Z,-0.4285714285714286
2019-05-17T00:00:00Z,-0.28571428571428575
2019-05-18T00:00:00Z,-0.3333333333333333
2019-05-20T00:00:00Z,0
2019-05-21T00:00:00Z,-0.7142857142857142
2019-05-22T00:00:00Z,-0.28571428571428575
2019-05-23T00:00:00Z,-0.5555555555555556
2019-05-24T00:00:00Z,-0.3333333333333333
2019-05-25T00:00:00Z,-0.368421052631579
2019-05-28T00:00:00Z,-0.3333333333333333
2019-05-29T00:00:00Z,-0.25
2019-05-30T00:00:00Z,-0.7777777777777777
2019-05-31T00:00:00Z,-0.6499999999999999
2019-06-01T00:00:00Z,-0.18518518518518517
2019-06-02T00:00:00Z,-0.5
2019-06-03T00:00:00Z,0
2019-06-04T00:00:00Z,-0.8857142857142857
2019-06-05T00:00:00Z,-0.05882352941176472
2019-06-06T00:00:00Z,0.3333333333333333
2019-06-07T00:00:00Z,-0.3913043478260869
2019-06-08T00:00:00Z,-0.6923076923076923
2019-06-10T00:00:00Z,-0.125
2019-06-11T00:00:00Z,-1
2019-06-12T00:00:00Z,0.14285714285714285
2019-06-13T00:00:00Z,-0.22222222222222227
2019-06-14T00:00:00Z,-0.39999999999999997
2019-06-15T00:00:00Z,-0.35714285714285715
2019-06-16T00:00:00Z,-0.3333333333333333
2019-06-17T00:00:00Z,-0.3333333333333333
2019-06-18T00:00:00Z,-0.16666666666666669
2019-06-19T00:00:00Z,-0.09090909090909088
2019-06-20T00:00:00Z,-0.050000000000000044
2019-06-21T00:00:00Z,-0.8
2019-06-22T00:00:00Z,-0.5714285714285714
2019-06-23T00:00:00Z,-0.19999999999999996
2019-06-24T00:00:00Z,0.5555555555555556
2019-06-25T00:00:00Z,-0.19999999999999996
2019-06-26T00:00:00Z,-0.4666666666666666
2019-06-27T00:00:00Z,0.3333333333333333
2019-06-28T00:00:00Z,0
2019-06-29T00:00:00Z,-0.23809523809523814
2019-06-30T00:00:00Z,0
2019-07-01T00:00:00Z,-0.09090909090909088
2019-07-02T00:00:00Z,-0.09090909090909088
2019-07-03T00:00:00Z,-0.625
2019-07-04T00:00:00Z,-1
2019-07-05T00:00:00Z,-0.375
2019-07-06T00:00:00Z,-0.4166666666666667
2019-07-09T00:00:00Z,-0.375
2019-07-10T00:00:00Z,-0.18181818181818182
2019-07-11T00:00:00Z,-0.22222222222222227
2019-07-12T00:00:00Z,0
2019-07-13T00:00:00Z,-0.4285714285714286
2019-07-14T00:00:00Z,-0.5
2019-07-15T00:00:00Z,0
2019-07-16T00:00:00Z,-1
2019-07-17T00:00:00Z,-0.05263157894736842
2019-07-18T00:00:00Z,-0.6666666666666667
2019-07-19T00:00:00Z,-0.5
2019-07-20T00:00:00Z,-1
2019-07-22T00:00:00Z,0
