Date,polarityNegG,polarityNegGF,polarityNegPT,polarityNegPTF,polarityNegT,polarityNegTF,polarityPosG,polarityPosGF,polarityPosPT,polarityPosPTF,polarityPosT,polarityPosTF,SimFilteredG,SimFilteredPT,SimFilteredT,SimFullG,SimFullPT,SimFullT
2019-01-01T00:00:00Z,3.8717638315836114,4.214191465821628,8.299361005627034,7.748962507293073,7.1877904880371934,6.967032841894934,5.015028621246577,4.672600987008561,5.700638994372965,6.251037492706927,6.8122095119628066,7.032967158105066,-0.1675052186425429,0.015526566969304502,0.07418859887768621,-0.18958442754240884,0.056140088068700154,0.13381044439070122
2019-01-02T00:00:00Z,4.189552119874712,4.575362419060139,8.496851363727899,7.972640614876773,7.357204151082496,7.22717084223568,5.41829101738019,5.032480718194764,6.150207459801514,6.674418208652639,7.289854672446916,7.419887981293732,-0.2027161802603719,0.02969738134761285,0.12540169583209612,-0.22413878766570575,0.09333018976446841,0.20758015943154887
2019-01-03T00:00:00Z,3.9491184628631357,4.287182229267574,8.593689042522831,8.103228159190255,7.4435405423529275,7.307202013291321,5.173688554680724,4.835624788276285,5.84490744870524,6.335368332037816,6.995055948875143,7.131394477936749,-0.17526484919832727,0.0023224438041197274,0.05624171092081834,-0.20568674321774766,0.04635757530025143,0.12390901801731939
2019-01-04T00:00:00Z,4.35350094911971,4.7386239794023775,9.536939419646068,8.962688944045054,8.21045907238498,8.019995759319901,5.693557874409701,5.308434844127034,6.474825286236286,7.049075761837298,7.801305633497374,7.991768946562451,-0.17825487832254353,0.008576019159411587,0.07848103157125082,-0.20512520842952214,0.055599456439118164,0.13673546688401428
2019-01-05T00:00:00Z,3.7403742945158176,4.068932160100439,8.950071372185212,8.367174211185606,7.677869974905116,7.443021313287508,4.834625705484182,4.506067839899561,5.724928627814789,6.307825788814393,6.997130025094885,7.231978686712492,-0.1592302624970524,-0.012093321681421352,0.03352206101807625,-0.17764150954207492,0.0060761922673820325,0.04433896732737835
2019-01-06T00:00:00Z,4.828514019798758,5.266372273567005,8.93558342171537,8.367595489020246,7.7397461787380095,7.513394329360307,6.213152646867908,5.775294393099662,6.397749911617965,6.965737844313087,7.5935871545953235,7.819939003973027,-0.22991869845059135,0.08600378820586842,0.22727841418386902,-0.26209522047107514,0.1270625968172848,0.2738004381229378
2019-01-07T00:00:00Z,4.864692869467039,5.285933287666568,8.747154987922695,8.227594256330216,7.613595597973497,7.49604506781606,6.226216221442052,5.804975803242523,6.752845012077305,7.272405743669784,7.886404402026504,8.00395493218394,-0.21331546570226845,0.07248325386992167,0.17994460898581605,-0.2488674716688328,0.1606862611174052,0.3272568724679962
2019-01-08T00:00:00Z,3.7690010573380692,4.0806157635411,8.937704280232154,8.354116371513054,7.737047632749123,7.517240607151378,4.965176157851804,4.653561451648774,6.062295719767846,6.645883628486945,7.262952367250877,7.482759392848622,-0.13620964624589277,-7.695451022729192e-5,0.03569648644830537,-0.1726904926136803,0.05172691403210575,0.10805092816386548
2019-01-09T00:00:00Z,4.657262591346779,5.069544068052085,8.836264399497288,8.31599498632914,7.743052112617665,7.622048809708369,6.063325643947339,5.651044167242032,6.693147365208594,7.213416778376742,7.786359652088217,7.907362954997513,-0.2026140709622321,0.0623721646563483,0.1702012396694001,-0.23376465543826783,0.14766548430110021,0.3025080145287373
2019-01-10T00:00:00Z,4.083874342214316,4.4519225598244,8.955394411173959,8.403069805653866,7.802914139004372,7.6090567616823455,5.252967763048841,4.884919545438758,6.339342430931305,6.8916670364513974,7.491822703100891,7.685680080422918,-0.17833010593789134,0.01947506852458101,0.060222489454054076,-0.20178201690015807,0.084141854188546,0.1587635609402096
2019-01-11T00:00:00Z,4.227984850868108,4.588862665474713,9.11451567240679,8.524317407791763,7.908202780411448,7.698781655036828,5.55989393701068,5.199016122404074,6.44609038819927,7.036288652814298,7.652403280194613,7.861824405569233,-0.1716840546359034,0.004677528495450137,0.061248108273039656,-0.20040135639753354,0.059787575490959796,0.13245915846156908
2019-01-12T00:00:00Z,3.511092111328653,3.7962909332161776,7.12146863764652,6.637431657701113,6.18503045724851,6.004313543604889,4.640423040186499,4.355224218298974,5.030046513868632,5.514083493814038,5.966484694266641,6.1472016079102625,-0.1254911520551216,0.026089547645248876,0.09452168009435814,-0.16099708978711308,0.05558173678644315,0.13387809420870836
2019-01-13T00:00:00Z,4.113958435185507,4.493000077702504,8.755337838088726,8.191196232399236,7.509184227924316,7.322658314819927,5.24318442195735,4.864142779440353,5.958947876196988,6.523089481886479,7.205101486361398,7.391627399465787,-0.19262159104678417,0.01588221310644826,0.06479975945631293,-0.211393991686421,0.06399825974477966,0.12318901599760346
2019-01-14T00:00:00Z,5.001821585874809,5.409342738937451,9.052990507304443,8.49516935229014,7.895531182119577,7.758829258983807,6.459716875663653,6.05219572260101,7.049573595259659,7.607394750273961,8.207032920444526,8.343734843580295,-0.2012015715638212,0.09042683922505289,0.1909672551140617,-0.2411565404899475,0.18546951516266527,0.34499653797901314
2019-01-15T00:00:00Z,4.194914911804695,4.566803720106257,8.98921303675159,8.42742712231664,7.824491199317426,7.655605869205828,5.524597283317256,5.152708475015695,6.5961528169069465,7.157938731341896,7.760874654341111,7.9297599844527085,-0.17825989479103024,0.02839644460751218,0.09531862943571781,-0.2096826442462907,0.09820160860162454,0.20502821495594012
2019-01-16T00:00:00Z,4.081411062817674,4.432708089577776,9.647516685092445,9.0174552727651,8.352690209924173,8.099298078763908,5.274358167951557,4.923061141191454,6.448637161061402,7.078698573388747,7.743463636229673,7.996855767389937,-0.1627862550706738,-0.006188405223296364,0.017258701646553045,-0.18745406274439477,0.04709097829188636,0.10102824518349893
2019-01-17T00:00:00Z,3.9460252696642475,4.268750173633709,8.798512231809758,8.206905947624055,7.614552845954892,7.38723211905597,5.130061686857491,4.80733678288803,6.049313855146763,6.640920139332467,7.23327324100163,7.460593967900552,-0.1513037768174128,0.01456915741974182,0.07881925020453324,-0.1865735632361301,0.05080339874737673,0.12349715364837936
