Actual,holdout_id,name,value
-10.744277845027687,1,pred_glmaic,-10.522780009971983
-10.744277845027687,1,pred_mars,-10.890845026570151
-10.744277845027687,1,pred_rf,-10.144216404294427
-10.744277845027687,1,pred_svm,-10.465217795079248
-10.933639151511906,2,pred_glmaic,-10.181956343801112
-10.933639151511906,2,pred_mars,-10.676011827927047
-10.933639151511906,2,pred_rf,-10.849670621983503
-10.933639151511906,2,pred_svm,-10.612977287436964
-9.906975189584923,3,pred_glmaic,-9.260739941008964
-9.906975189584923,3,pred_mars,-8.870804805246374
-9.906975189584923,3,pred_rf,-10.032380078391315
-9.906975189584923,3,pred_svm,-9.263432923203077
-9.825832619329809,4,pred_glmaic,-10.818833226965774
-9.825832619329809,4,pred_mars,-12.884268498595828
-9.825832619329809,4,pred_rf,-9.066700188475835
-9.825832619329809,4,pred_svm,-10.360471926206932
-11.629333747046761,5,pred_glmaic,-8.646359651741692
-11.629333747046761,5,pred_mars,-7.667945149784412
-11.629333747046761,5,pred_rf,-9.253505692616137
-11.629333747046761,5,pred_svm,-9.421687520965374
-11.737897324034478,6,pred_glmaic,-10.095499070263223
-11.737897324034478,6,pred_mars,-10.241901539431632
-11.737897324034478,6,pred_rf,-10.561916795624514
-11.737897324034478,6,pred_svm,-10.433809277105741
-10.141654439103203,7,pred_glmaic,-8.855063140606337
-10.141654439103203,7,pred_mars,-9.284032925595175
-10.141654439103203,7,pred_rf,-9.128059852579346
-10.141654439103203,7,pred_svm,-8.733152051110707
-11.845388065955932,8,pred_glmaic,-11.164296335397596
-11.845388065955932,8,pred_mars,-10.821953204626285
-11.845388065955932,8,pred_rf,-10.666992244183447
-11.845388065955932,8,pred_svm,-10.806051929326726
-9.826594082501046,9,pred_glmaic,-10.206862376553993
-9.826594082501046,9,pred_mars,-11.466240102760054
-9.826594082501046,9,pred_rf,-10.817230698684545
-9.826594082501046,9,pred_svm,-10.138049867713283
-9.074687026513516,10,pred_glmaic,-8.440234577112074
-9.074687026513516,10,pred_mars,-9.403666209413732
-9.074687026513516,10,pred_rf,-9.274548450230817
-9.074687026513516,10,pred_svm,-8.37182811464484
-11.04089010715059,11,pred_glmaic,-11.011619716277103
-11.04089010715059,11,pred_mars,-10.845950130604274
-11.04089010715059,11,pred_rf,-10.731086577193361
-11.04089010715059,11,pred_svm,-10.811060954243349
-11.600857221863482,12,pred_glmaic,-10.496208988423087
-11.600857221863482,12,pred_mars,-9.510128771312758
-11.600857221863482,12,pred_rf,-9.384220057726058
-11.600857221863482,12,pred_svm,-9.843042389160445
-10.085357491113365,13,pred_glmaic,-10.386793008895575
-10.085357491113365,13,pred_mars,-10.576557358060407
-10.085357491113365,13,pred_rf,-10.324627075217244
-10.085357491113365,13,pred_svm,-10.2102327067605
-10.456469994529904,14,pred_glmaic,-8.361556601209832
-10.456469994529904,14,pred_mars,-8.772908636716867
-10.456469994529904,14,pred_rf,-8.796720563113363
-10.456469994529904,14,pred_svm,-9.629763472982368
-8.449295410323561,15,pred_glmaic,-9.928432654666649
-8.449295410323561,15,pred_mars,-10.545881712944217
-8.449295410323561,15,pred_rf,-10.555603230785522
-8.449295410323561,15,pred_svm,-9.938313586630251
-11.069604108787493,16,pred_glmaic,-10.295942992986074
-11.069604108787493,16,pred_mars,-9.985578908159225
-11.069604108787493,16,pred_rf,-10.710887618972107
-11.069604108787493,16,pred_svm,-9.905499263475466
-7.554719252703208,17,pred_glmaic,-8.543984233037387
-7.554719252703208,17,pred_mars,-15.052249714531746
-7.554719252703208,17,pred_rf,-10.791881022405967
-7.554719252703208,17,pred_svm,-9.853431477512506
-10.881948876823072,18,pred_glmaic,-10.378485419336819
-10.881948876823072,18,pred_mars,-11.52785600121162
-10.881948876823072,18,pred_rf,-10.494503654758379
-10.881948876823072,18,pred_svm,-10.283179158895125
-9.67651714180222,19,pred_glmaic,-10.533354009999055
-9.67651714180222,19,pred_mars,-10.573053899389
-9.67651714180222,19,pred_rf,-10.362690991535784
-9.67651714180222,19,pred_svm,-10.488608975180233
-10.048724924423972,20,pred_glmaic,-11.4906062901505
-10.048724924423972,20,pred_mars,-10.916446406229822
-10.048724924423972,20,pred_rf,-10.541562298671852
-10.048724924423972,20,pred_svm,-11.04238799661187
-12.47705968185194,21,pred_glmaic,-11.597040739116169
-12.47705968185194,21,pred_mars,-10.92103419741854
-12.47705968185194,21,pred_rf,-10.628744876326252
-12.47705968185194,21,pred_svm,-10.98804878411854
-10.147262359542882,22,pred_glmaic,-9.611131636360874
-10.147262359542882,22,pred_mars,-11.417706975816374
-10.147262359542882,22,pred_rf,-10.391618493280461
-10.147262359542882,22,pred_svm,-9.537706356254246
-11.700930573782363,23,pred_glmaic,-11.24918456390228
-11.700930573782363,23,pred_mars,-10.7201101682667
-11.700930573782363,23,pred_rf,-10.599532665442188
-11.700930573782363,23,pred_svm,-10.776209264687708
-10.931322265155725,24,pred_glmaic,-10.151187235414852
-10.931322265155725,24,pred_mars,-10.830178887447513
-10.931322265155725,24,pred_rf,-10.626101403273127
-10.931322265155725,24,pred_svm,-10.165870895492578
-10.873290061994405,25,pred_glmaic,-9.906891098594533
-10.873290061994405,25,pred_mars,-10.516156715148757
-10.873290061994405,25,pred_rf,-10.636778262728601
-10.873290061994405,25,pred_svm,-9.734044169884148
-9.100176163354437,26,pred_glmaic,-10.783623156251691
-9.100176163354437,26,pred_mars,-10.631801956111836
-9.100176163354437,26,pred_rf,-10.557929246406708
-9.100176163354437,26,pred_svm,-10.791710230595104
-11.174285450155168,27,pred_glmaic,-11.400430974365083
-11.174285450155168,27,pred_mars,-10.665932833835518
-11.174285450155168,27,pred_rf,-10.792404321479246
-11.174285450155168,27,pred_svm,-10.312506509778908
-11.070354264754666,28,pred_glmaic,-10.465217473918123
-11.070354264754666,28,pred_mars,-10.996086715994128
-11.070354264754666,28,pred_rf,-10.923914961170576
-11.070354264754666,28,pred_svm,-11.095460678698656
-11.828381209980574,29,pred_glmaic,-8.322729896034181
-11.828381209980574,29,pred_mars,-9.008028919483651
-11.828381209980574,29,pred_rf,-9.061239130722415
-11.828381209980574,29,pred_svm,-9.347087690459048
-8.866824814095951,30,pred_glmaic,-11.7271913801428
-8.866824814095951,30,pred_mars,-11.722860194988142
-8.866824814095951,30,pred_rf,-10.72628989575243
-8.866824814095951,30,pred_svm,-11.444676209830384
-10.909369444557445,31,pred_glmaic,-10.35591734745568
-10.909369444557445,31,pred_mars,-10.49089418886149
-10.909369444557445,31,pred_rf,-10.402782057712482
-10.909369444557445,31,pred_svm,-9.781205157998915
-10.884017091011938,32,pred_glmaic,-8.744480800645217
-10.884017091011938,32,pred_mars,-9.995334773682018
-10.884017091011938,32,pred_rf,-10.03211190744655
-10.884017091011938,32,pred_svm,-8.477408953498486
-8.232003453668545,33,pred_glmaic,-10.12103190968554
-8.232003453668545,33,pred_mars,-9.236618065605944
-8.232003453668545,33,pred_rf,-8.939131905890967
-8.232003453668545,33,pred_svm,-10.254426113312633
-8.299601292508145,34,pred_glmaic,-10.054513477211708
-8.299601292508145,34,pred_mars,-10.683006387800278
-8.299601292508145,34,pred_rf,-10.544026540483971
-8.299601292508145,34,pred_svm,-9.802391285078766
-10.489428876288326,35,pred_glmaic,-10.418356764801095
-10.489428876288326,35,pred_mars,-9.961127931588347
-10.489428876288326,35,pred_rf,-10.691947204537184
-10.489428876288326,35,pred_svm,-10.342807371120664
-9.406632897637422,36,pred_glmaic,-10.01768100005776
-9.406632897637422,36,pred_mars,-9.500162865878016
-9.406632897637422,36,pred_rf,-9.115800509038657
-9.406632897637422,36,pred_svm,-9.891747800591949
-6.563875040200229,37,pred_glmaic,-7.0857543784840065
-6.563875040200229,37,pred_mars,-7.812457801483867
-6.563875040200229,37,pred_rf,-8.410851655844695
-6.563875040200229,37,pred_svm,-6.8036610023697115
-9.756201193249249,38,pred_glmaic,-9.483353387356184
-9.756201193249249,38,pred_mars,-9.449092940652033
-9.756201193249249,38,pred_rf,-9.414646024684853
-9.756201193249249,38,pred_svm,-9.775162671703532
-10.8985138381602,39,pred_glmaic,-8.997402969776994
-10.8985138381602,39,pred_mars,-8.817300918006097
-10.8985138381602,39,pred_rf,-9.01191353752322
-10.8985138381602,39,pred_svm,-9.390371434866633
-11.43388585530728,40,pred_glmaic,-10.542252293748879
-11.43388585530728,40,pred_mars,-11.147432791701892
-11.43388585530728,40,pred_rf,-11.12043460688893
-11.43388585530728,40,pred_svm,-10.722264242802897
-6.673228325195951,41,pred_glmaic,-8.343942807874981
-6.673228325195951,41,pred_mars,-7.791219421165471
-6.673228325195951,41,pred_rf,-7.632104886678657
-6.673228325195951,41,pred_svm,-8.503014963131179
-9.03153049698431,42,pred_glmaic,-8.941971801773521
-9.03153049698431,42,pred_mars,-9.698810535963043
-9.03153049698431,42,pred_rf,-8.951573160280157
-9.03153049698431,42,pred_svm,-9.818670367949437
-8.431792445605806,43,pred_glmaic,-8.37140208785629
-8.431792445605806,43,pred_mars,-8.641243746339367
-8.431792445605806,43,pred_rf,-9.32858001589241
-8.431792445605806,43,pred_svm,-8.546605598469535
-9.952357771475686,44,pred_glmaic,-10.06631981834695
-9.952357771475686,44,pred_mars,-9.840997362014042
-9.952357771475686,44,pred_rf,-9.647091102404307
-9.952357771475686,44,pred_svm,-9.475419919188557
-9.127526973297277,45,pred_glmaic,-9.715870041544537
-9.127526973297277,45,pred_mars,-9.630271822727803
-9.127526973297277,45,pred_rf,-9.570791645737382
-9.127526973297277,45,pred_svm,-9.999364649691667
-11.010413600087576,46,pred_glmaic,-9.967955142043929
-11.010413600087576,46,pred_mars,-10.437663250910287
-11.010413600087576,46,pred_rf,-10.231052308743614
-11.010413600087576,46,pred_svm,-10.111685063022346
-10.891242005237821,47,pred_glmaic,-10.001004846654766
-10.891242005237821,47,pred_mars,-10.531513467208356
-10.891242005237821,47,pred_rf,-10.608000269352285
-10.891242005237821,47,pred_svm,-10.458212906617572
-9.088230935280336,48,pred_glmaic,-9.263973991420587
-9.088230935280336,48,pred_mars,-9.765617368228764
-9.088230935280336,48,pred_rf,-9.2851781556169
-9.088230935280336,48,pred_svm,-8.960692162604193
-12.034499250790756,49,pred_glmaic,-8.594053981338359
-12.034499250790756,49,pred_mars,-9.105775641679209
-12.034499250790756,49,pred_rf,-10.047980381754456
-12.034499250790756,49,pred_svm,-8.333018429962372
-13.781256497665375,50,pred_glmaic,-10.867004413164743
-13.781256497665375,50,pred_mars,-12.29974854925906
-13.781256497665375,50,pred_rf,-10.936145422004575
-13.781256497665375,50,pred_svm,-10.621017580386498
-11.89424410371553,51,pred_glmaic,-9.816875970126238
-11.89424410371553,51,pred_mars,-10.244841810138517
-11.89424410371553,51,pred_rf,-10.45219315825496
-11.89424410371553,51,pred_svm,-9.717960979479935
-10.874381586601261,52,pred_glmaic,-10.23614780771153
-10.874381586601261,52,pred_mars,-10.234624297969567
-10.874381586601261,52,pred_rf,-10.494443606039026
-10.874381586601261,52,pred_svm,-10.601739861999043
-10.891242005237821,53,pred_glmaic,-10.989165682209562
-10.891242005237821,53,pred_mars,-10.285596564696448
-10.891242005237821,53,pred_rf,-10.722822564202783
-10.891242005237821,53,pred_svm,-10.741866544882887
-8.898861773585308,54,pred_glmaic,-9.06145561601621
-8.898861773585308,54,pred_mars,-7.7189594084842374
-8.898861773585308,54,pred_rf,-8.449199943853497
-8.898861773585308,54,pred_svm,-9.82473933112177
-9.85583184568052,55,pred_glmaic,-9.085638699798052
-9.85583184568052,55,pred_mars,-9.634058290885598
-9.85583184568052,55,pred_rf,-9.488276835896647
-9.85583184568052,55,pred_svm,-9.510788626805304
-10.915618753721827,56,pred_glmaic,-11.837638165619447
-10.915618753721827,56,pred_mars,-12.542063660780178
-10.915618753721827,56,pred_rf,-11.00377021305677
-10.915618753721827,56,pred_svm,-11.560657540794027
-7.731202408727926,57,pred_glmaic,-7.92859893503528
-7.731202408727926,57,pred_mars,-6.874047559640812
-7.731202408727926,57,pred_rf,-7.508287544843484
-7.731202408727926,57,pred_svm,-8.273422289884703
-11.107203118838596,58,pred_glmaic,-9.42406462744
